ID,AGEP,SCHL,OCCP,SEX,RAC1P,PINCP
31853,34.0,21.0,4700.0,2.0,1.0,55000.0
31854,40.0,21.0,4710.0,1.0,1.0,100000.0
31855,39.0,22.0,1822.0,2.0,1.0,80000.0
31856,49.0,21.0,4850.0,1.0,1.0,330000.0
31857,47.0,22.0,2002.0,2.0,1.0,95000.0
31858,52.0,20.0,3870.0,1.0,1.0,41900.0
31859,39.0,22.0,3910.0,2.0,1.0,30000.0
31860,31.0,19.0,3630.0,2.0,1.0,41000.0
31861,54.0,16.0,4760.0,2.0,2.0,27600.0
31862,60.0,16.0,6260.0,1.0,2.0,17000.0
31863,30.0,1.0,1006.0,2.0,2.0,100000.0
31864,26.0,16.0,9620.0,1.0,2.0,32600.0
31865,21.0,18.0,5240.0,2.0,2.0,3000.0
31866,18.0,18.0,4720.0,2.0,2.0,10000.0
31867,35.0,20.0,5400.0,1.0,1.0,43200.0
31868,36.0,19.0,3640.0,2.0,9.0,54000.0
31869,39.0,18.0,3640.0,1.0,7.0,40000.0
31870,67.0,21.0,4850.0,2.0,6.0,203200.0
31871,38.0,13.0,1108.0,2.0,1.0,80000.0
31872,38.0,17.0,9620.0,1.0,1.0,150000.0
31873,57.0,20.0,5120.0,2.0,1.0,39600.0
31874,63.0,20.0,4710.0,1.0,1.0,62000.0
31875,64.0,19.0,6230.0,1.0,9.0,21580.0
31876,24.0,21.0,1021.0,1.0,6.0,100000.0
31877,59.0,21.0,220.0,1.0,1.0,113300.0
31878,54.0,19.0,4760.0,1.0,1.0,39500.0
31879,24.0,21.0,3255.0,2.0,1.0,65000.0
31880,18.0,18.0,3960.0,1.0,1.0,5000.0
31881,57.0,21.0,4720.0,2.0,1.0,720.0
31882,57.0,22.0,705.0,1.0,1.0,235600.0
31883,27.0,21.0,5940.0,2.0,1.0,28500.0
31884,22.0,16.0,3602.0,1.0,8.0,40000.0
31885,60.0,16.0,5600.0,1.0,1.0,78400.0
31886,61.0,17.0,4030.0,2.0,1.0,17000.0
31887,37.0,16.0,9130.0,1.0,1.0,51000.0
31888,49.0,16.0,5610.0,1.0,1.0,31000.0
31889,70.0,20.0,2545.0,2.0,1.0,23900.0
31890,39.0,21.0,420.0,2.0,1.0,34000.0
31891,43.0,11.0,9122.0,1.0,1.0,37000.0
31892,17.0,13.0,6050.0,1.0,1.0,300.0
31893,49.0,19.0,8140.0,1.0,1.0,4000.0
31894,46.0,18.0,1320.0,1.0,6.0,122000.0
31895,55.0,20.0,4020.0,1.0,1.0,29000.0
31896,49.0,14.0,440.0,2.0,1.0,47000.0
31897,47.0,21.0,1530.0,1.0,1.0,115000.0
31898,47.0,21.0,1010.0,2.0,1.0,20000.0
31899,62.0,16.0,4710.0,1.0,1.0,80000.0
31900,53.0,21.0,9620.0,2.0,1.0,5800.0
31901,52.0,19.0,1021.0,1.0,1.0,60000.0
31902,40.0,19.0,4760.0,2.0,1.0,35000.0
31903,51.0,16.0,4720.0,1.0,1.0,45000.0
31904,76.0,22.0,2060.0,1.0,1.0,79800.0
31905,78.0,13.0,4220.0,2.0,1.0,34650.0
31906,55.0,19.0,9130.0,1.0,1.0,59000.0
31907,19.0,16.0,5400.0,2.0,1.0,10000.0
31908,58.0,16.0,8000.0,1.0,1.0,38000.0
31909,63.0,1.0,7800.0,2.0,1.0,38000.0
31910,35.0,20.0,750.0,1.0,1.0,76000.0
31911,33.0,21.0,3255.0,2.0,1.0,45000.0
31912,48.0,21.0,1021.0,1.0,1.0,106000.0
31913,62.0,22.0,1021.0,1.0,1.0,243200.0
31914,62.0,22.0,4760.0,2.0,1.0,1900.0
31915,25.0,12.0,4140.0,1.0,1.0,10000.0
31916,25.0,12.0,4020.0,1.0,1.0,14600.0
31917,31.0,22.0,1021.0,1.0,1.0,155000.0
31918,70.0,20.0,1006.0,2.0,1.0,139450.0
31919,57.0,24.0,2205.0,2.0,1.0,190100.0
31920,70.0,22.0,2205.0,2.0,1.0,105400.0
31921,26.0,20.0,3255.0,2.0,1.0,56000.0
31922,25.0,16.0,6260.0,1.0,1.0,20000.0
31923,43.0,19.0,2545.0,2.0,1.0,28800.0
31924,38.0,16.0,4740.0,1.0,1.0,41700.0
31925,20.0,18.0,5240.0,1.0,1.0,9000.0
31926,27.0,21.0,845.0,1.0,9.0,93000.0
31927,28.0,21.0,2145.0,2.0,6.0,35000.0
31928,41.0,9.0,6442.0,1.0,6.0,85000.0
31929,39.0,21.0,5240.0,2.0,6.0,50000.0
31930,60.0,17.0,4710.0,2.0,1.0,79000.0
31931,62.0,21.0,4710.0,1.0,1.0,50000.0
31932,67.0,21.0,4810.0,2.0,1.0,124000.0
31933,38.0,21.0,9142.0,1.0,1.0,40000.0
31934,78.0,16.0,5400.0,2.0,1.0,40000.0
31935,36.0,19.0,1021.0,1.0,1.0,130000.0
31936,44.0,21.0,3300.0,2.0,1.0,30000.0
31937,34.0,22.0,4700.0,1.0,6.0,60000.0
31938,48.0,22.0,440.0,2.0,1.0,94000.0
31939,58.0,22.0,3255.0,1.0,1.0,53000.0
31940,27.0,16.0,205.0,1.0,2.0,26000.0
31941,54.0,20.0,5900.0,2.0,6.0,34300.0
31942,39.0,13.0,6515.0,1.0,1.0,34000.0
31943,48.0,18.0,4850.0,2.0,1.0,26000.0
31944,49.0,16.0,8950.0,1.0,9.0,50000.0
31945,20.0,20.0,4150.0,1.0,9.0,20000.0
31946,17.0,14.0,7200.0,1.0,9.0,1000.0
31947,18.0,16.0,4760.0,2.0,9.0,5000.0
31948,64.0,21.0,350.0,2.0,1.0,100000.0
31949,39.0,22.0,2300.0,2.0,1.0,70000.0
31950,31.0,16.0,6200.0,1.0,7.0,60000.0
31951,48.0,21.0,4521.0,2.0,1.0,11000.0
31952,47.0,21.0,800.0,1.0,1.0,80000.0
31953,55.0,21.0,2310.0,2.0,1.0,78000.0
31954,41.0,21.0,120.0,2.0,1.0,55000.0
31955,39.0,15.0,6355.0,1.0,1.0,35000.0
31956,26.0,21.0,2205.0,2.0,1.0,47000.0
31957,31.0,20.0,20.0,2.0,1.0,85000.0
31958,31.0,16.0,2360.0,1.0,1.0,43000.0
31959,42.0,23.0,3250.0,2.0,1.0,277400.0
31960,40.0,23.0,1021.0,1.0,1.0,166370.0
31961,51.0,17.0,1555.0,1.0,1.0,40300.0
31962,47.0,14.0,2170.0,2.0,6.0,18900.0
31963,71.0,19.0,2600.0,2.0,1.0,170000.0
31964,45.0,18.0,52.0,1.0,1.0,150000.0
31965,68.0,19.0,205.0,1.0,1.0,67700.0
31966,41.0,23.0,3090.0,2.0,9.0,536000.0
31967,39.0,22.0,4700.0,1.0,6.0,200000.0
31968,59.0,16.0,8140.0,1.0,1.0,100000.0
31969,58.0,16.0,4920.0,2.0,1.0,45000.0
31970,54.0,22.0,3110.0,1.0,1.0,120000.0
31971,45.0,19.0,630.0,2.0,1.0,45000.0
31972,52.0,21.0,2840.0,1.0,1.0,190000.0
31973,52.0,21.0,3255.0,2.0,1.0,90000.0
31974,80.0,21.0,940.0,1.0,1.0,38050.0
31975,43.0,20.0,4220.0,2.0,1.0,24000.0
31976,17.0,13.0,4055.0,2.0,1.0,2100.0
31977,23.0,21.0,4040.0,2.0,1.0,36000.0
31978,65.0,19.0,9620.0,1.0,1.0,100000.0
31979,35.0,19.0,4530.0,2.0,2.0,20700.0
31980,26.0,19.0,3930.0,1.0,1.0,27000.0
31981,69.0,19.0,410.0,1.0,1.0,137400.0
31982,69.0,20.0,410.0,2.0,1.0,79300.0
31983,32.0,20.0,8990.0,1.0,1.0,130000.0
31984,33.0,21.0,3310.0,2.0,1.0,16000.0
31985,52.0,17.0,7810.0,2.0,1.0,55000.0
31986,59.0,16.0,5240.0,1.0,1.0,67000.0
31987,49.0,19.0,220.0,2.0,1.0,304.0
31988,61.0,21.0,110.0,1.0,1.0,185410.0
31989,28.0,22.0,4040.0,1.0,1.0,3500.0
31990,41.0,18.0,6050.0,1.0,1.0,32000.0
31991,32.0,20.0,1021.0,1.0,1.0,114000.0
31992,37.0,21.0,4850.0,1.0,1.0,150020.0
31993,62.0,22.0,4700.0,1.0,6.0,140000.0
31994,42.0,10.0,6050.0,2.0,8.0,32000.0
31995,43.0,7.0,6005.0,1.0,8.0,44000.0
31996,23.0,16.0,6050.0,1.0,8.0,22000.0
31997,23.0,16.0,6050.0,1.0,8.0,29000.0
31998,55.0,19.0,3602.0,2.0,6.0,5000.0
31999,55.0,19.0,8030.0,1.0,6.0,58000.0
32000,31.0,21.0,1021.0,1.0,1.0,145000.0
32001,64.0,18.0,4220.0,2.0,6.0,44400.0
32002,46.0,21.0,1021.0,1.0,6.0,270000.0
32003,60.0,21.0,4760.0,1.0,1.0,12100.0
32004,34.0,1.0,7330.0,1.0,1.0,32000.0
32005,28.0,24.0,5160.0,2.0,1.0,14000.0
32006,40.0,21.0,5240.0,2.0,1.0,50000.0
32007,33.0,18.0,1050.0,1.0,1.0,70000.0
32008,49.0,13.0,4220.0,2.0,9.0,29000.0
32009,19.0,14.0,4220.0,2.0,1.0,8000.0
32010,29.0,16.0,9130.0,2.0,1.0,27200.0
32011,53.0,16.0,8990.0,2.0,1.0,25000.0
32012,33.0,19.0,650.0,1.0,1.0,30000.0
32013,24.0,22.0,1021.0,1.0,6.0,110000.0
32014,69.0,19.0,4900.0,2.0,1.0,34100.0
32015,35.0,22.0,5740.0,1.0,1.0,60000.0
32016,35.0,23.0,3010.0,2.0,1.0,250000.0
32017,46.0,21.0,800.0,1.0,1.0,52250.0
32018,37.0,21.0,150.0,2.0,1.0,72000.0
32019,57.0,16.0,9130.0,1.0,1.0,75000.0
32020,26.0,22.0,335.0,2.0,1.0,52000.0
32021,41.0,9.0,4251.0,1.0,8.0,24900.0
32022,38.0,21.0,4820.0,2.0,1.0,88000.0
32023,54.0,16.0,205.0,2.0,1.0,6050.0
32024,56.0,16.0,205.0,1.0,1.0,36000.0
32025,36.0,17.0,9130.0,1.0,1.0,79000.0
32026,26.0,18.0,5860.0,2.0,1.0,1000.0
32027,46.0,16.0,4710.0,2.0,1.0,61000.0
32028,45.0,14.0,6260.0,1.0,1.0,8000.0
32029,26.0,19.0,9830.0,1.0,1.0,30000.0
32030,62.0,20.0,6730.0,1.0,1.0,60000.0
32031,33.0,16.0,6355.0,1.0,1.0,64000.0
32032,31.0,22.0,1320.0,1.0,1.0,70000.0
32033,33.0,21.0,530.0,1.0,1.0,56000.0
32034,43.0,14.0,7810.0,1.0,1.0,28000.0
32035,19.0,16.0,9620.0,1.0,1.0,12000.0
32036,18.0,15.0,5630.0,2.0,9.0,7800.0
32037,24.0,21.0,1021.0,1.0,1.0,120000.0
32038,48.0,24.0,3050.0,1.0,6.0,170300.0
32039,52.0,16.0,120.0,2.0,1.0,38000.0
32040,53.0,16.0,4760.0,1.0,1.0,20000.0
32041,31.0,21.0,1021.0,1.0,8.0,135000.0
32042,31.0,21.0,735.0,2.0,1.0,50000.0
32043,30.0,21.0,1430.0,1.0,1.0,75100.0
32044,29.0,23.0,1760.0,2.0,9.0,70000.0
32045,47.0,21.0,350.0,2.0,1.0,56000.0
32046,36.0,16.0,8610.0,1.0,1.0,110000.0
32047,46.0,21.0,1106.0,1.0,1.0,77000.0
32048,28.0,18.0,6442.0,1.0,1.0,33000.0
32049,26.0,17.0,6355.0,1.0,1.0,35000.0
32050,53.0,14.0,9620.0,2.0,1.0,31000.0
32051,20.0,19.0,4720.0,2.0,1.0,2100.0
32052,20.0,18.0,4720.0,2.0,1.0,12000.0
32053,20.0,19.0,4030.0,2.0,1.0,4000.0
32054,19.0,16.0,4622.0,2.0,1.0,2900.0
32055,53.0,16.0,4110.0,2.0,1.0,16700.0
32056,22.0,19.0,9050.0,1.0,1.0,37000.0
32057,33.0,21.0,3603.0,2.0,6.0,22500.0
32058,33.0,22.0,1021.0,1.0,6.0,143800.0
32059,68.0,17.0,9130.0,1.0,3.0,64000.0
32060,43.0,20.0,5510.0,2.0,1.0,20000.0
32061,47.0,19.0,3870.0,1.0,1.0,96000.0
32062,27.0,20.0,3655.0,2.0,1.0,39000.0
32063,65.0,22.0,3545.0,1.0,1.0,330000.0
32064,34.0,19.0,4130.0,2.0,1.0,29000.0
32065,32.0,21.0,8140.0,1.0,1.0,55000.0
32066,64.0,16.0,2440.0,2.0,1.0,29000.0
32067,47.0,16.0,6520.0,1.0,1.0,50000.0
32068,50.0,16.0,9645.0,2.0,1.0,36000.0
32069,23.0,17.0,6260.0,1.0,1.0,36000.0
32070,22.0,16.0,9130.0,1.0,1.0,55000.0
32071,21.0,16.0,4020.0,2.0,1.0,900.0
32072,38.0,12.0,8255.0,1.0,1.0,51000.0
32073,57.0,21.0,2310.0,2.0,1.0,94000.0
32074,59.0,17.0,4840.0,1.0,1.0,140000.0
32075,33.0,21.0,2320.0,2.0,1.0,26400.0
32076,36.0,17.0,310.0,1.0,1.0,37000.0
32077,56.0,16.0,9130.0,2.0,1.0,40000.0
32078,63.0,16.0,9130.0,1.0,1.0,65180.0
32079,49.0,22.0,1310.0,2.0,1.0,58000.0
32080,27.0,21.0,3310.0,1.0,9.0,40000.0
32081,35.0,22.0,136.0,1.0,1.0,490000.0
32082,37.0,21.0,710.0,2.0,1.0,68000.0
32083,37.0,22.0,110.0,1.0,6.0,114000.0
32084,61.0,19.0,9645.0,1.0,3.0,11500.0
32085,46.0,21.0,5110.0,2.0,1.0,42000.0
32086,41.0,21.0,3050.0,2.0,1.0,21600.0
32087,43.0,16.0,4700.0,1.0,1.0,21500.0
32088,43.0,16.0,6115.0,2.0,6.0,9700.0
32089,45.0,21.0,2310.0,2.0,1.0,118000.0
32090,61.0,16.0,4700.0,1.0,1.0,70000.0
32091,49.0,19.0,4720.0,2.0,1.0,12000.0
32092,26.0,17.0,4720.0,1.0,1.0,8000.0
32093,23.0,21.0,5160.0,1.0,1.0,15000.0
32094,30.0,16.0,9130.0,1.0,2.0,68000.0
32095,26.0,18.0,9122.0,2.0,2.0,21200.0
32096,25.0,18.0,3930.0,1.0,8.0,82300.0
32097,60.0,20.0,5610.0,1.0,1.0,22900.0
32098,58.0,20.0,5120.0,2.0,1.0,25800.0
32099,19.0,20.0,4760.0,1.0,1.0,12000.0
32100,58.0,20.0,3601.0,2.0,6.0,5000.0
32101,48.0,21.0,350.0,1.0,1.0,107000.0
32102,33.0,21.0,850.0,2.0,1.0,102000.0
32103,42.0,21.0,4710.0,2.0,1.0,240000.0
32104,37.0,16.0,7340.0,1.0,1.0,90000.0
32105,67.0,23.0,3010.0,1.0,1.0,133000.0
32106,67.0,16.0,4150.0,2.0,1.0,22100.0
32107,35.0,19.0,3930.0,2.0,1.0,24500.0
32108,49.0,22.0,350.0,2.0,1.0,95000.0
32109,44.0,1.0,6305.0,1.0,8.0,120000.0
32110,42.0,1.0,6050.0,2.0,8.0,20000.0
32111,23.0,18.0,4110.0,2.0,8.0,20000.0
32112,20.0,18.0,6050.0,1.0,8.0,5000.0
32113,76.0,19.0,1555.0,1.0,1.0,27000.0
32114,85.0,22.0,2360.0,1.0,1.0,114000.0
32115,36.0,19.0,7750.0,1.0,8.0,40000.0
32116,32.0,19.0,4700.0,2.0,8.0,40000.0
32117,31.0,16.0,4120.0,2.0,1.0,32000.0
32118,40.0,22.0,3230.0,1.0,1.0,109000.0
32119,29.0,21.0,1108.0,1.0,1.0,35000.0
32120,33.0,19.0,4600.0,2.0,1.0,51000.0
32121,31.0,15.0,1010.0,1.0,1.0,73000.0
32122,67.0,24.0,230.0,2.0,1.0,69000.0
32123,44.0,15.0,5240.0,2.0,1.0,30000.0
32124,43.0,20.0,52.0,1.0,1.0,90000.0
32125,20.0,15.0,8990.0,1.0,1.0,20000.0
32126,54.0,22.0,1306.0,2.0,1.0,79200.0
32127,48.0,21.0,2014.0,1.0,2.0,25000.0
32128,35.0,20.0,5240.0,2.0,9.0,55000.0
32129,33.0,20.0,5240.0,1.0,1.0,90000.0
32130,64.0,16.0,205.0,1.0,1.0,20000.0
32131,71.0,22.0,4965.0,2.0,1.0,117400.0
32132,33.0,21.0,1021.0,1.0,1.0,150000.0
32133,40.0,22.0,2002.0,1.0,1.0,75000.0
32134,61.0,19.0,440.0,2.0,1.0,220250.0
32135,45.0,22.0,2310.0,2.0,1.0,90000.0
32136,47.0,22.0,2310.0,1.0,1.0,84000.0
32137,32.0,22.0,1021.0,1.0,8.0,150000.0
32138,31.0,22.0,4710.0,2.0,1.0,5000.0
32139,59.0,16.0,5860.0,2.0,1.0,74760.0
32140,23.0,19.0,7200.0,1.0,1.0,60000.0
32141,27.0,20.0,5350.0,2.0,1.0,28000.0
32142,49.0,19.0,5740.0,2.0,1.0,28300.0
32143,60.0,20.0,4220.0,1.0,1.0,40000.0
32144,80.0,16.0,4760.0,1.0,1.0,51100.0
32145,81.0,23.0,2850.0,1.0,1.0,36200.0
32146,82.0,21.0,735.0,2.0,1.0,21400.0
32147,56.0,23.0,2635.0,2.0,6.0,120800.0
32148,64.0,1.0,5900.0,1.0,6.0,38000.0
32149,61.0,19.0,4710.0,2.0,1.0,40000.0
32150,41.0,20.0,6530.0,1.0,2.0,98000.0
32151,41.0,17.0,9122.0,2.0,1.0,43000.0
32152,19.0,20.0,2300.0,2.0,8.0,10900.0
32153,54.0,21.0,3322.0,2.0,6.0,404000.0
32154,22.0,19.0,2545.0,2.0,9.0,13300.0
32155,17.0,16.0,4720.0,2.0,9.0,7200.0
32156,56.0,19.0,5120.0,2.0,1.0,31600.0
32157,58.0,19.0,1010.0,1.0,1.0,29160.0
32158,62.0,16.0,2545.0,2.0,1.0,23300.0
32159,34.0,16.0,6260.0,1.0,1.0,48000.0
32160,29.0,17.0,4020.0,1.0,1.0,48000.0
32161,67.0,22.0,440.0,1.0,1.0,85000.0
32162,68.0,19.0,2360.0,2.0,1.0,15700.0
32163,56.0,17.0,440.0,2.0,1.0,6000.0
32164,52.0,18.0,410.0,1.0,1.0,44000.0
32165,47.0,22.0,2310.0,2.0,6.0,65000.0
32166,49.0,22.0,2002.0,1.0,1.0,100000.0
32167,47.0,18.0,4850.0,1.0,1.0,139000.0
32168,47.0,18.0,565.0,2.0,1.0,130000.0
32169,72.0,21.0,800.0,1.0,1.0,30000.0
32170,49.0,20.0,3255.0,2.0,1.0,90000.0
32171,51.0,20.0,3255.0,1.0,2.0,72000.0
32172,44.0,19.0,8030.0,1.0,1.0,111000.0
32173,26.0,17.0,4110.0,2.0,1.0,9000.0
32174,26.0,13.0,4251.0,1.0,1.0,99000.0
32175,32.0,16.0,1460.0,1.0,1.0,118000.0
32176,44.0,16.0,4720.0,2.0,1.0,1000.0
32177,32.0,21.0,3870.0,1.0,1.0,130000.0
32178,54.0,18.0,4810.0,2.0,1.0,100000.0
32179,59.0,16.0,9130.0,1.0,1.0,77000.0
32180,62.0,18.0,5110.0,2.0,1.0,23800.0
32181,59.0,16.0,4020.0,1.0,3.0,7600.0
32182,31.0,21.0,5500.0,1.0,1.0,32100.0
32183,36.0,17.0,5110.0,2.0,1.0,41200.0
32184,64.0,22.0,2435.0,2.0,1.0,83050.0
32185,79.0,16.0,9130.0,1.0,1.0,44800.0
32186,49.0,16.0,6410.0,1.0,1.0,50000.0
32187,46.0,16.0,6260.0,1.0,1.0,32480.0
32188,56.0,22.0,2310.0,2.0,4.0,87900.0
32189,41.0,19.0,4920.0,1.0,1.0,62000.0
32190,41.0,16.0,4621.0,2.0,1.0,42600.0
32191,50.0,18.0,7140.0,1.0,1.0,65000.0
32192,28.0,22.0,2320.0,1.0,1.0,59090.0
32193,26.0,21.0,1610.0,2.0,1.0,30400.0
32194,25.0,16.0,7200.0,1.0,1.0,40000.0
32195,52.0,16.0,5610.0,1.0,2.0,78000.0
32196,67.0,20.0,5240.0,2.0,1.0,71800.0
32197,62.0,21.0,800.0,1.0,1.0,176000.0
32198,27.0,20.0,350.0,2.0,1.0,32000.0
32199,27.0,16.0,4830.0,1.0,1.0,30000.0
32200,67.0,21.0,5000.0,1.0,6.0,87000.0
32201,34.0,20.0,7700.0,1.0,6.0,65000.0
32202,52.0,21.0,2850.0,2.0,1.0,20000.0
32203,30.0,21.0,10.0,1.0,1.0,536000.0
32204,29.0,21.0,2910.0,2.0,1.0,10000.0
32205,27.0,21.0,2360.0,1.0,1.0,40000.0
32206,25.0,21.0,4840.0,2.0,1.0,39000.0
32207,39.0,20.0,7315.0,1.0,9.0,104000.0
32208,59.0,16.0,4251.0,1.0,1.0,24600.0
32209,57.0,21.0,800.0,2.0,1.0,94000.0
32210,31.0,18.0,7200.0,1.0,1.0,35000.0
32211,42.0,18.0,9810.0,2.0,1.0,53000.0
32212,49.0,21.0,1021.0,1.0,1.0,202000.0
32213,18.0,18.0,4055.0,2.0,1.0,22000.0
32214,63.0,18.0,7340.0,1.0,1.0,52200.0
32215,20.0,17.0,4030.0,1.0,1.0,3100.0
32216,48.0,20.0,750.0,1.0,1.0,44000.0
32217,44.0,16.0,9620.0,2.0,1.0,40000.0
32218,58.0,18.0,440.0,1.0,1.0,15000.0
32219,47.0,19.0,310.0,1.0,1.0,60000.0
32220,33.0,21.0,5000.0,2.0,1.0,110000.0
32221,31.0,21.0,51.0,1.0,1.0,65000.0
32222,59.0,20.0,7700.0,1.0,1.0,94300.0
32223,56.0,20.0,4760.0,2.0,1.0,20050.0
32224,38.0,19.0,7700.0,1.0,1.0,50000.0
32225,46.0,18.0,5120.0,2.0,1.0,38000.0
32226,66.0,18.0,5400.0,2.0,2.0,88000.0
32227,38.0,22.0,6260.0,1.0,2.0,40000.0
32228,48.0,20.0,9645.0,1.0,1.0,78000.0
32229,40.0,1.0,5240.0,2.0,1.0,37500.0
32230,21.0,20.0,7315.0,1.0,9.0,536000.0
32231,20.0,20.0,5240.0,2.0,1.0,10000.0
32232,65.0,21.0,2320.0,2.0,1.0,42000.0
32233,47.0,18.0,10.0,1.0,1.0,100000.0
32234,41.0,20.0,1108.0,1.0,9.0,70000.0
32235,39.0,20.0,4040.0,2.0,1.0,11000.0
32236,59.0,21.0,3870.0,1.0,1.0,92000.0
32237,64.0,16.0,3601.0,1.0,6.0,34000.0
32238,64.0,21.0,230.0,2.0,6.0,43000.0
32239,60.0,21.0,420.0,2.0,1.0,27000.0
32240,47.0,19.0,10.0,1.0,1.0,120000.0
32241,46.0,18.0,440.0,2.0,1.0,90000.0
32242,64.0,21.0,1021.0,2.0,1.0,260000.0
32243,56.0,21.0,4920.0,1.0,1.0,16000.0
32244,61.0,19.0,3740.0,1.0,1.0,123000.0
32245,45.0,21.0,1005.0,1.0,6.0,9000.0
32246,80.0,22.0,440.0,2.0,1.0,58800.0
32247,33.0,19.0,8610.0,1.0,1.0,41210.0
32248,22.0,20.0,1050.0,2.0,1.0,48000.0
32249,39.0,22.0,440.0,1.0,6.0,149000.0
32250,38.0,21.0,565.0,2.0,6.0,58240.0
32251,39.0,19.0,51.0,1.0,2.0,92000.0
32252,57.0,21.0,1220.0,1.0,1.0,120300.0
32253,34.0,16.0,7220.0,1.0,1.0,61000.0
32254,54.0,16.0,7750.0,1.0,1.0,30000.0
32255,45.0,21.0,120.0,1.0,6.0,115060.0
32256,46.0,21.0,800.0,2.0,6.0,50000.0
32257,38.0,21.0,800.0,2.0,1.0,18000.0
32258,36.0,24.0,2205.0,1.0,8.0,90000.0
32259,48.0,18.0,7200.0,1.0,1.0,25000.0
32260,21.0,17.0,9620.0,1.0,1.0,2400.0
32261,58.0,21.0,2360.0,2.0,1.0,50000.0
32262,60.0,21.0,10.0,1.0,1.0,536000.0
32263,73.0,21.0,4230.0,2.0,1.0,46400.0
32264,75.0,23.0,3520.0,1.0,1.0,48000.0
32265,40.0,21.0,4330.0,2.0,3.0,28000.0
32266,39.0,19.0,3603.0,1.0,2.0,65000.0
32267,21.0,16.0,1970.0,1.0,3.0,30000.0
32268,54.0,21.0,2710.0,1.0,9.0,100000.0
32269,68.0,21.0,800.0,2.0,1.0,48300.0
32270,24.0,16.0,7800.0,1.0,1.0,21000.0
32271,57.0,4.0,6260.0,1.0,8.0,16800.0
32272,35.0,11.0,6260.0,1.0,8.0,11900.0
32273,63.0,19.0,7430.0,1.0,1.0,53000.0
32274,33.0,21.0,900.0,1.0,1.0,72000.0
32275,36.0,21.0,220.0,1.0,1.0,122000.0
32276,62.0,22.0,2310.0,2.0,1.0,110000.0
32277,24.0,22.0,2310.0,2.0,1.0,50000.0
32278,43.0,22.0,20.0,1.0,1.0,13200.0
32279,36.0,22.0,630.0,2.0,1.0,142400.0
32280,54.0,16.0,7950.0,1.0,1.0,47300.0
32281,19.0,19.0,9620.0,1.0,1.0,8000.0
32282,50.0,16.0,7200.0,1.0,1.0,49900.0
32283,57.0,18.0,5420.0,2.0,2.0,55000.0
32284,35.0,21.0,3300.0,2.0,6.0,60030.0
32285,48.0,18.0,650.0,1.0,8.0,40000.0
32286,48.0,18.0,9130.0,2.0,1.0,270000.0
32287,63.0,16.0,4760.0,2.0,1.0,17000.0
32288,41.0,23.0,3250.0,2.0,1.0,80000.0
32289,47.0,22.0,705.0,1.0,1.0,120000.0
32290,66.0,16.0,5240.0,1.0,1.0,65700.0
32291,39.0,16.0,4020.0,1.0,1.0,19100.0
32292,37.0,15.0,6305.0,1.0,1.0,112000.0
32293,58.0,19.0,5240.0,1.0,8.0,65000.0
32294,33.0,16.0,6730.0,1.0,8.0,30000.0
32295,39.0,16.0,4140.0,2.0,9.0,7200.0
32296,40.0,14.0,6115.0,1.0,3.0,15000.0
32297,24.0,16.0,4850.0,1.0,1.0,19500.0
32298,24.0,18.0,5110.0,2.0,1.0,18400.0
32299,56.0,16.0,4252.0,1.0,1.0,20000.0
32300,55.0,17.0,2016.0,2.0,1.0,18000.0
32301,59.0,21.0,1006.0,1.0,1.0,536680.0
32302,57.0,18.0,3870.0,2.0,1.0,36000.0
32303,46.0,21.0,6115.0,1.0,6.0,180000.0
32304,33.0,19.0,20.0,2.0,1.0,52000.0
32305,39.0,16.0,6050.0,1.0,1.0,24000.0
32306,45.0,21.0,2100.0,1.0,1.0,78000.0
32307,35.0,12.0,3630.0,2.0,1.0,15000.0
32308,68.0,16.0,910.0,2.0,1.0,92300.0
32309,58.0,19.0,120.0,2.0,1.0,150010.0
32310,33.0,21.0,750.0,1.0,6.0,32000.0
32311,36.0,21.0,2320.0,2.0,6.0,47300.0
32312,60.0,21.0,440.0,1.0,6.0,335000.0
32313,57.0,22.0,5840.0,2.0,6.0,30000.0
32314,30.0,21.0,2640.0,2.0,6.0,50000.0
32315,27.0,21.0,4820.0,1.0,6.0,70000.0
32316,52.0,22.0,440.0,1.0,1.0,48570.0
32317,19.0,16.0,2145.0,1.0,1.0,8400.0
32318,47.0,22.0,52.0,1.0,1.0,120000.0
32319,45.0,20.0,7800.0,2.0,1.0,15000.0
32320,20.0,16.0,9645.0,2.0,1.0,8000.0
32321,17.0,13.0,4600.0,2.0,1.0,500.0
32322,57.0,21.0,2634.0,2.0,1.0,307800.0
32323,22.0,19.0,4720.0,1.0,1.0,1700.0
32324,18.0,16.0,4020.0,2.0,1.0,4500.0
32325,23.0,1.0,5240.0,2.0,1.0,10000.0
32326,27.0,1.0,700.0,1.0,1.0,50000.0
32327,65.0,16.0,7220.0,1.0,1.0,153600.0
32328,68.0,21.0,2320.0,2.0,1.0,104000.0
32329,69.0,20.0,4760.0,1.0,1.0,164000.0
32330,33.0,22.0,2002.0,2.0,1.0,55000.0
32331,53.0,18.0,140.0,1.0,1.0,132000.0
32332,32.0,16.0,4700.0,2.0,1.0,12000.0
32333,36.0,16.0,4760.0,1.0,1.0,15000.0
32334,64.0,19.0,2545.0,2.0,1.0,30000.0
32335,33.0,21.0,4840.0,2.0,1.0,57000.0
32336,33.0,21.0,1980.0,2.0,1.0,81000.0
